Unidade;UF;Edital;Ordem;Atividade;Data;Pagina_PDF;Fonte_PDF
CASAI São Paulo;SP;53/2025;2;Impugnação do Edital;03/10, 04/10 e 05/10;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;06/10/2025 a 14/10/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;4;Análise Curricular;15/10/2025 a 23/10/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;5;Resultado Preliminar da Análise Curricular e Abertura do prazo de recurso;24/10/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;6;Análise e resposta aos recursos;27/10 a 28/10;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;7;Resultado Final da Avaliação Curricular e convocação para a Entrevista;29/10/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;8;Entrevistas;30/10, 31/10, 03/11, 04/11 e 05/11;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;9;Resultado Preliminar da Entrevista e abertura do prazo para recursos;06/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;10;Análise e resposta aos recursos;07/11/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;11;Resultado final da Entrevista;10/11/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;12;Resultado final do Processo Seletivo;11/11/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;13;Convocação para realização do Exame Médico Ocupacional;12/11/2025 a 14/11/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
CASAI São Paulo;SP;53/2025;14;Data prevista para admissão;17/11/2025;1;https://agenciasus.org.br/shared-files/18723/?Edital-no-53-2025-–-12-–-Retificacao.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;1;Publicação do Edital;03/10/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;2;Impugnação do Edital;04/10, 05/10 e 06/10;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;07/10/2025 a 15/10/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;4;Análise Curricular;16/10/2025 a 24/10/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;5;Resultado Preliminar da Análise Curricular e Abertura do prazo de recurso;27/10/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;6;Análise dos recursos;28/10 a 29/10;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;7;Resultado Final da Avaliação Curricular e convocação para a Entrevista;30/10/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;8;Entrevistas;31/10, 03/11, 04/11, 05/11 e 06/11;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;9;Resultado Preliminar da Entrevista e abertura do prazo para recursos;07/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;10;Análise e resposta aos recursos;10/11/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;11;Resultado final da Entrevista;11/11/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;12;Resultado final do Processo Seletivo;12/11/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;13;Data prevista para convocação para realização do Exame Médico Ocupacional;13/11/2025 e 14/11/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
DSEI Kaiapó de Mato Grosso;MT;66/2025;14;Data prevista para admissão;17/11/2025;1;https://agenciasus.org.br/shared-files/18172/?Edital-no-66-Anexos-DSEI-Kaiapo-do-Mato-Grosso.pdf
CASAI São Paulo;SP;38/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;25/06 a 04/07;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;24/07;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;26 e 27/07;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;6;Resultado Final da Avaliação Documental e de Títulos;07/08;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;7;Convocação para a Entrevista;10/08;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;8;Período de Entrevistas;12 a 21/08;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;9;Resultado Preliminar das Entrevistas;25/08;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;26 e 27/08;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;11;Resultado final da Entrevista;09/09;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
CASAI São Paulo;SP;38/2026;12;Resultado final do Processo Seletivo;11/09;1;https://agenciasus.org.br/shared-files/32766/?Anexos-do-Processo-Seletivo-Simplificado-no-382026-–-CASAI-SP.pdf
DSEI Pernambuco;PE;23/2026;1;Publicação do Edital;30/03/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;2;Impugnação do Edital;31/03/2026 a 02/04/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;06/04/2026 a 13/04/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;4;Análise Curricular;14/04/2026 a 30/04/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;5;Resultado Preliminar da Análise Curricular;04/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;6;Abertura do prazo de recurso;05/05/2026 e 06/05/2026 *Os recursos devem ser enviados das 9h do dia 05/05 às 18h do dia 06/05 (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;7;Análise dos recursos;07/05/2026 a 11/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;8;Resultado Final da Avaliação Curricular;13/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;9;Convocação para a Entrevista;14/05/2026 a 19/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;10;Entrevistas;21/05/2026 a 27/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;11;Resultado Preliminar da Entrevista;29/05/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;12;Prazo para recursos;01/06/2026 a 02/06/2026 *Os recursos devem ser enviados das 9h do dia 26/05 às 18h do dia 27/05 (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;13;Análise e resposta aos recursos;03/06/2026 a 09/06/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;14;Resultado final da Entrevista e Resultado final do Processo Seletivo;10/06/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;15;Convocação para Exame Admissional;11/06/2026 a 12/06/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Pernambuco;PE;23/2026;16;Data prevista para Admissão;15/06/2026;1;https://agenciasus.org.br/shared-files/26800/?Anexo-III-EDITAL-No-232026-Anexos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;1;Publicação do Edital;03/10/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;2;Impugnação do Edital;04/10, 05/10 e 06/10;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;07/10/2025 a 15/10/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;4;Análise Curricular;16/10/2025 a 24/10/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;5;Resultado Preliminar da Análise Curricular e Abertura do prazo de recurso;27/10/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;6;Análise dos recursos;28/10 a 29/10;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;7;Resultado Final da Avaliação Curricular e convocação para a Entrevista;30/10/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;8;Entrevistas;31/10, 03/11, 04/11, 05/11 e 06/11;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;9;Resultado Preliminar da Entrevista e abertura do prazo para recursos;07/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;10;Análise e resposta aos recursos;10/11/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;11;Resultado final da Entrevista;11/11/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;12;Resultado final do Processo Seletivo;12/11/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;13;Data prevista para convocação para realização do Exame Médico Ocupacional;13/11/2025 e 14/11/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Minas Gerais e Espírito Santo;MG;64/2025;14;Data prevista para admissão;17/11/2025;1;https://agenciasus.org.br/shared-files/18165/?Edital-no-64-Anexos-DSEI-Minas-Gerais-e-Espirito-Santos.pdf
DSEI Potiguara;PB;36/2026;1;Publicação do Edital;12/06/2026;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;2;Impugnação do Edital;15 a 17/06;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;3;Período de Inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 29/06;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;17 e 18/07;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;6;Resultado Final da Avaliação Documental e de Títulos;24/07;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;7;Convocação para a Entrevista;28/07;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;8;Período de Entrevistas;30/07 a 07/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;9;Resultado Preliminar das Entrevistas;11/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;10;Prazo para recursos referentes ao Resultado Preliminar das Entrevistas;12 e 13/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;11;Resultado Final da Entrevista;20/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;12;Resultado Final do Processo Seletivo;21/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;13;Convocação para Exame Admissional;26/08 e 27/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;14;Encaminhamento de Documentos e do Exame Admissional pelo(a) Candidato(a);28/08 e 31/08;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;15;Análise de Documentos e do Exame Admissional;01/09/ e 02/09;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Potiguara;PB;36/2026;16;Data prevista para Admissão;03/09;1;https://agenciasus.org.br/shared-files/32525/?Anexos-do-Processo-Seletivo-Simplificado-no-362026-–-DSEI-Potiguara.pdf
DSEI Rio Tapajós;PA;71/2025;1;Publicação do Edital;10/10/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;2;Impugnação ao Edital;11/10, 12/10 e 13/10;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/10/2025 a 22/10/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;4;Análise Curricular;23/10/2025 a 27/10/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;5;Resultado Preliminar da Análise Curricular;28/10/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;29/10/2025 e 30/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;7;Análise e resposta aos recursos;31/10/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
